survey_id,employee_id,survey_date,work_life_balance_score,manager_satisfaction_score,environment_satisfaction
51364,11411,2023-05-25,2.0,1.0,3.0
51365,11411,2024-06-29,2.0,2.0,4.0
51366,11411,2025-07-01,3.0,1.0,4.0
51367,11412,2021-07-11,3.0,3.0,2.0
51368,11412,2022-06-16,3.0,,3.0
51369,11412,2023-05-06,3.0,2.0,4.0
51370,11412,2024-06-12,4.0,,3.0
51371,11412,2025-05-02,3.0,,4.0
51372,11413,2022-05-07,,4.0,5.0
51373,11413,2023-07-07,2.0,4.0,2.0
51374,11413,2024-05-21,,4.0,3.0
51375,11413,2025-04-27,4.0,1.0,4.0
51376,11414,2024-07-10,4.0,3.0,3.0
51377,11414,2025-04-26,4.0,2.0,3.0
51378,11415,2024-07-09,4.0,3.0,4.0
51379,11415,2025-06-18,2.0,4.0,4.0
51380,11416,2020-05-02,2.0,2.0,3.0
51381,11416,2021-05-01,4.0,3.0,3.0
51382,11416,2022-07-02,5.0,3.0,4.0
51383,11416,2023-04-26,2.0,3.0,2.0
51384,11416,2024-06-21,3.0,2.0,3.0
51385,11416,2025-05-09,2.0,5.0,3.0
51386,11417,2023-06-01,3.0,2.0,2.0
51387,11417,2024-05-28,2.0,,
51388,11417,2025-06-02,1.0,5.0,2.0
51389,11418,2023-06-16,3.0,5.0,4.0
51390,11418,2024-07-01,2.0,4.0,2.0
51391,11418,2025-06-12,2.0,4.0,4.0
51392,11419,2022-06-08,4.0,,
51393,11419,2023-05-06,2.0,5.0,4.0
51394,11419,2024-06-20,2.0,3.0,3.0
51395,11419,2025-06-14,1.0,3.0,1.0
51396,11420,2020-06-13,4.0,1.0,3.0
51397,11420,2021-07-09,4.0,,5.0
51398,11420,2022-06-01,3.0,3.0,5.0
51399,11420,2023-05-29,4.0,1.0,2.0
51400,11420,2024-06-22,3.0,1.0,4.0
51401,11421,2022-05-18,2.0,2.0,3.0
51402,11421,2023-05-30,1.0,1.0,1.0
51403,11421,2024-06-06,1.0,1.0,3.0
51404,11421,2025-05-11,1.0,1.0,2.0
51405,11422,2020-06-04,2.0,,3.0
51406,11422,2021-05-31,3.0,4.0,4.0
51407,11422,2022-06-07,1.0,5.0,4.0
51408,11422,2023-07-07,4.0,5.0,5.0
51409,11422,2024-06-13,2.0,5.0,4.0
51410,11422,2025-05-01,4.0,3.0,3.0
51411,11423,2020-05-31,4.0,3.0,3.0
51412,11423,2021-05-10,2.0,3.0,2.0
51413,11423,2022-05-17,1.0,,2.0
51414,11423,2023-05-21,3.0,3.0,
51415,11423,2024-06-03,2.0,2.0,2.0
51416,11423,2025-06-13,2.0,5.0,2.0
51417,11424,2023-07-10,4.0,1.0,2.0
51418,11424,2024-05-25,2.0,,3.0
51419,11424,2025-06-30,2.0,2.0,2.0
51420,11425,2020-05-31,3.0,3.0,3.0
51421,11425,2021-06-22,3.0,2.0,3.0
51422,11425,2022-06-26,1.0,2.0,5.0
51423,11425,2023-07-10,3.0,2.0,4.0
51424,11425,2024-05-06,3.0,1.0,3.0
51425,11425,2025-05-29,1.0,2.0,
51426,11426,2023-07-08,2.0,1.0,3.0
51427,11426,2024-05-09,2.0,1.0,4.0
51428,11426,2025-07-08,1.0,1.0,2.0
51429,11427,2020-07-05,3.0,3.0,4.0
51430,11427,2021-05-19,2.0,,4.0
51431,11427,2022-05-26,2.0,3.0,3.0
51432,11427,2023-05-13,3.0,3.0,3.0
51433,11427,2024-07-03,4.0,3.0,5.0
51434,11427,2025-07-09,3.0,3.0,3.0
51435,11428,2022-07-02,,,3.0
51436,11428,2023-06-23,4.0,,4.0
51437,11428,2024-06-23,3.0,,3.0
51438,11428,2025-07-05,3.0,4.0,4.0
51439,11429,2019-06-12,4.0,2.0,3.0
51440,11429,2020-07-10,3.0,3.0,4.0
51441,11429,2021-07-07,5.0,2.0,3.0
51442,11429,2022-05-05,3.0,2.0,4.0
51443,11429,2023-07-07,,3.0,3.0
51444,11429,2024-07-01,3.0,2.0,2.0
51445,11429,2025-04-22,4.0,3.0,4.0
51446,11430,2021-07-10,2.0,3.0,2.0
51447,11430,2022-06-29,3.0,1.0,3.0
51448,11430,2023-06-24,1.0,2.0,
51449,11430,2024-04-28,1.0,3.0,3.0
51450,11430,2025-07-06,2.0,1.0,2.0
51451,11431,2022-06-30,3.0,1.0,2.0
51452,11431,2023-05-08,3.0,1.0,2.0
51453,11431,2024-05-28,2.0,,1.0
51454,11431,2025-04-24,2.0,1.0,2.0
51455,11432,2023-06-15,3.0,1.0,4.0
51456,11432,2024-05-15,3.0,1.0,5.0
51457,11432,2025-05-22,3.0,3.0,2.0
51458,11433,2020-06-12,3.0,3.0,3.0
51459,11433,2021-04-28,2.0,2.0,2.0
51460,11433,2022-05-10,3.0,5.0,4.0
51461,11433,2023-06-16,3.0,3.0,2.0
51462,11433,2024-05-10,3.0,1.0,3.0
51463,11433,2025-07-02,2.0,2.0,
51464,11434,2022-05-18,3.0,1.0,4.0
51465,11434,2023-06-10,2.0,1.0,1.0
51466,11434,2024-07-08,1.0,1.0,2.0
51467,11434,2025-06-28,1.0,1.0,1.0
51468,11435,2022-04-28,3.0,5.0,5.0
51469,11435,2023-06-23,3.0,3.0,4.0
51470,11435,2024-05-27,,2.0,3.0
51471,11435,2025-05-09,2.0,3.0,4.0
51472,11436,2020-06-05,,3.0,2.0
51473,11436,2021-05-16,2.0,,2.0
51474,11436,2022-05-12,3.0,2.0,4.0
51475,11436,2023-05-13,3.0,3.0,3.0
51476,11436,2024-05-08,3.0,2.0,5.0
51477,11436,2025-07-04,3.0,3.0,
51478,11437,2020-06-05,3.0,3.0,4.0
51479,11437,2021-05-12,4.0,2.0,3.0
51480,11437,2022-04-24,3.0,2.0,2.0
51481,11437,2023-07-02,2.0,2.0,3.0
51482,11437,2024-06-08,5.0,1.0,4.0
51483,11437,2025-05-11,4.0,4.0,2.0
51484,11438,2022-06-09,3.0,3.0,1.0
51485,11438,2023-06-16,4.0,2.0,1.0
51486,11438,2024-05-12,3.0,2.0,
51487,11438,2025-07-06,2.0,,2.0
51488,11439,2020-06-07,4.0,4.0,
51489,11439,2021-06-23,3.0,2.0,4.0
51490,11439,2022-06-28,4.0,3.0,5.0
51491,11439,2023-06-05,3.0,2.0,5.0
51492,11439,2024-07-05,4.0,2.0,4.0
51493,11439,2025-05-19,3.0,3.0,3.0
51494,11440,2022-05-26,3.0,3.0,3.0
51495,11440,2023-07-02,2.0,3.0,2.0
51496,11440,2024-05-23,2.0,,2.0
51497,11440,2025-06-09,,2.0,
51498,11441,2020-05-02,2.0,,5.0
51499,11441,2021-06-05,2.0,2.0,2.0
51500,11441,2022-05-30,2.0,,4.0
51501,11441,2023-05-17,2.0,2.0,3.0
51502,11441,2024-04-29,4.0,4.0,2.0
51503,11441,2025-06-26,4.0,4.0,1.0
51504,11442,2023-06-17,4.0,2.0,5.0
51505,11442,2024-06-12,1.0,1.0,4.0
51506,11442,2025-05-06,3.0,,3.0
51507,11443,2019-06-21,2.0,4.0,3.0
51508,11443,2020-06-24,2.0,4.0,
51509,11443,2021-07-10,3.0,,3.0
51510,11443,2022-05-28,4.0,2.0,3.0
51511,11443,2023-07-04,2.0,4.0,3.0
51512,11443,2024-05-09,2.0,1.0,4.0
51513,11443,2025-07-03,,2.0,1.0
51514,11444,2019-05-18,4.0,1.0,3.0
51515,11444,2020-05-22,5.0,2.0,2.0
51516,11444,2021-07-03,3.0,,4.0
51517,11444,2022-07-06,3.0,2.0,2.0
51518,11444,2023-06-08,4.0,1.0,2.0
51519,11444,2024-05-26,5.0,1.0,4.0
51520,11444,2025-05-03,2.0,1.0,3.0
51521,11445,2019-06-05,4.0,,3.0
51522,11445,2020-06-25,2.0,3.0,1.0
51523,11445,2021-07-04,5.0,2.0,3.0
51524,11445,2022-05-15,5.0,3.0,5.0
51525,11445,2023-06-02,3.0,2.0,2.0
51526,11445,2024-04-23,4.0,2.0,3.0
51527,11445,2025-05-03,5.0,3.0,3.0
51528,11446,2024-06-16,2.0,2.0,2.0
51529,11446,2025-05-31,1.0,1.0,2.0
51530,11447,2024-04-22,3.0,1.0,4.0
51531,11447,2025-05-28,2.0,1.0,4.0
51532,11448,2022-05-14,2.0,4.0,3.0
51533,11448,2023-05-10,4.0,,3.0
51534,11448,2024-05-01,5.0,5.0,4.0
51535,11448,2025-06-10,3.0,5.0,3.0
51536,11449,2022-05-17,4.0,1.0,3.0
51537,11449,2023-05-21,1.0,1.0,2.0
51538,11449,2024-07-07,,1.0,3.0
51539,11450,2020-05-14,4.0,3.0,3.0
51540,11450,2021-06-09,3.0,2.0,2.0
51541,11451,2020-06-29,3.0,2.0,4.0
51542,11451,2021-05-14,5.0,4.0,4.0
51543,11451,2022-06-27,2.0,2.0,4.0
51544,11451,2023-05-23,3.0,3.0,2.0
51545,11451,2024-07-10,5.0,3.0,3.0
51546,11451,2025-06-14,2.0,4.0,3.0
51547,11452,2020-06-18,2.0,1.0,
51548,11452,2021-04-23,1.0,2.0,
51549,11452,2022-05-13,4.0,2.0,3.0
51550,11452,2023-05-22,2.0,3.0,3.0
51551,11452,2024-07-10,2.0,1.0,3.0
51552,11452,2025-07-06,2.0,1.0,3.0
51553,11453,2022-06-17,3.0,,3.0
51554,11453,2023-07-06,1.0,1.0,1.0
51555,11453,2024-05-14,1.0,,2.0
51556,11453,2025-05-30,1.0,1.0,1.0
51557,11454,2023-04-27,2.0,3.0,2.0
51558,11454,2024-05-23,3.0,5.0,4.0
51559,11454,2025-05-02,3.0,5.0,4.0
51560,11455,2020-07-05,3.0,2.0,4.0
51561,11455,2021-05-26,3.0,,3.0
51562,11455,2022-05-12,5.0,5.0,4.0
51563,11455,2023-06-22,4.0,3.0,3.0
51564,11455,2024-05-29,3.0,,4.0
51565,11455,2025-05-18,3.0,4.0,
51566,11456,2022-04-27,2.0,1.0,2.0
51567,11456,2023-06-14,2.0,1.0,1.0
51568,11456,2024-05-30,2.0,1.0,3.0
51569,11456,2025-04-27,,1.0,3.0
51570,11457,2021-05-10,4.0,1.0,2.0
51571,11457,2022-06-19,3.0,2.0,3.0
51572,11457,2023-04-30,2.0,2.0,5.0
51573,11457,2024-05-06,4.0,2.0,2.0
51574,11457,2025-06-25,,2.0,3.0
51575,11458,2021-05-21,4.0,1.0,2.0
51576,11458,2022-05-06,2.0,,3.0
51577,11458,2023-04-26,3.0,1.0,2.0
51578,11458,2024-05-20,1.0,,3.0
51579,11458,2025-06-23,1.0,1.0,1.0
51580,11459,2024-07-10,4.0,3.0,4.0
51581,11459,2025-06-30,4.0,,2.0
51582,11460,2020-05-20,2.0,4.0,1.0
51583,11460,2021-06-28,2.0,5.0,3.0
51584,11460,2022-05-26,2.0,5.0,2.0
51585,11460,2023-06-24,2.0,,3.0
51586,11460,2024-06-12,3.0,,4.0
51587,11460,2025-07-04,3.0,5.0,2.0
51588,11461,2020-05-26,2.0,4.0,2.0
51589,11461,2021-06-12,3.0,2.0,4.0
51590,11461,2022-07-09,2.0,2.0,2.0
51591,11461,2023-05-25,1.0,5.0,
51592,11461,2024-05-31,1.0,,2.0
51593,11461,2025-06-09,3.0,5.0,3.0
51594,11462,2019-05-15,1.0,3.0,4.0
51595,11462,2020-05-12,,4.0,2.0
51596,11462,2021-06-06,3.0,3.0,3.0
51597,11462,2022-04-27,4.0,4.0,3.0
51598,11462,2023-06-07,2.0,3.0,3.0
51599,11462,2024-05-20,4.0,4.0,3.0
51600,11462,2025-05-06,3.0,3.0,2.0
51601,11463,2020-06-07,2.0,4.0,2.0
51602,11463,2021-06-13,2.0,5.0,3.0
51603,11463,2022-05-22,2.0,4.0,2.0
51604,11463,2023-06-20,2.0,4.0,3.0
51605,11463,2024-05-04,3.0,3.0,3.0
51606,11463,2025-04-30,3.0,5.0,4.0
51607,11464,2019-06-09,3.0,,5.0
51608,11464,2020-07-09,3.0,3.0,5.0
51609,11464,2021-07-01,2.0,2.0,2.0
51610,11464,2022-05-01,4.0,2.0,3.0
51611,11464,2023-05-21,4.0,4.0,3.0
51612,11464,2024-05-03,4.0,2.0,
51613,11464,2025-05-20,2.0,,3.0
51614,11465,2022-07-09,4.0,5.0,
51615,11465,2023-05-06,4.0,5.0,
51616,11465,2024-06-23,2.0,5.0,2.0
51617,11466,2023-05-13,2.0,4.0,3.0
51618,11466,2024-05-17,1.0,2.0,1.0
51619,11466,2025-07-03,1.0,2.0,3.0
51620,11467,2022-05-05,3.0,5.0,4.0
51621,11467,2023-07-02,,5.0,5.0
51622,11467,2024-07-04,3.0,4.0,2.0
51623,11467,2025-06-28,4.0,5.0,5.0
51624,11468,2023-07-08,3.0,2.0,3.0
51625,11468,2024-06-02,2.0,2.0,2.0
51626,11468,2025-05-25,2.0,2.0,2.0
51627,11469,2020-05-06,3.0,3.0,5.0
51628,11469,2021-05-12,3.0,1.0,4.0
51629,11469,2022-05-20,1.0,4.0,4.0
51630,11469,2023-04-26,,4.0,
51631,11469,2024-06-05,3.0,3.0,5.0
51632,11469,2025-05-18,4.0,3.0,4.0
51633,11470,2020-06-11,4.0,2.0,
51634,11470,2021-05-07,2.0,5.0,2.0
51635,11470,2022-05-04,3.0,,3.0
51636,11470,2023-05-17,3.0,,4.0
51637,11470,2024-06-02,3.0,4.0,5.0
51638,11470,2025-06-24,5.0,3.0,3.0
51639,11471,2021-05-29,2.0,4.0,
51640,11471,2022-05-26,2.0,2.0,3.0
51641,11471,2023-05-20,3.0,3.0,4.0
51642,11471,2024-04-30,4.0,3.0,4.0
51643,11471,2025-06-20,2.0,3.0,3.0
51644,11472,2019-06-25,2.0,1.0,3.0
51645,11472,2020-05-23,3.0,1.0,3.0
51646,11472,2021-05-26,4.0,1.0,1.0
51647,11472,2022-06-18,3.0,1.0,5.0
51648,11472,2023-06-27,4.0,,2.0
51649,11472,2024-06-21,3.0,1.0,3.0
51650,11472,2025-06-16,4.0,1.0,4.0
51651,11473,2021-05-04,2.0,4.0,2.0
51652,11473,2022-06-25,3.0,5.0,4.0
51653,11473,2023-05-19,3.0,5.0,3.0
51654,11473,2024-04-30,4.0,5.0,4.0
51655,11473,2025-05-03,4.0,5.0,3.0
51656,11474,2020-04-24,2.0,4.0,3.0
51657,11474,2021-05-01,3.0,5.0,3.0
51658,11474,2022-06-16,3.0,4.0,2.0
51659,11474,2023-06-16,3.0,,3.0
51660,11474,2024-05-27,2.0,4.0,2.0
51661,11474,2025-05-17,2.0,4.0,2.0
51662,11475,2023-06-21,,3.0,3.0
51663,11475,2024-05-19,5.0,2.0,4.0
51664,11475,2025-05-23,3.0,,4.0
51665,11476,2022-05-05,2.0,3.0,1.0
51666,11476,2023-06-30,3.0,3.0,3.0
51667,11476,2024-05-04,3.0,2.0,3.0
51668,11476,2025-05-05,2.0,2.0,3.0
51669,11477,2020-07-09,3.0,2.0,2.0
51670,11477,2021-07-07,4.0,3.0,2.0
51671,11477,2022-06-02,3.0,3.0,1.0
51672,11477,2023-06-20,3.0,2.0,3.0
51673,11477,2024-05-28,4.0,1.0,4.0
51674,11477,2025-05-03,3.0,2.0,2.0
51675,11478,2023-06-14,5.0,,3.0
51676,11478,2024-07-06,4.0,,3.0
51677,11478,2025-04-26,4.0,5.0,2.0
51678,11479,2020-05-27,4.0,2.0,4.0
51679,11479,2021-05-30,4.0,4.0,3.0
51680,11479,2022-04-23,5.0,3.0,5.0
51681,11479,2023-06-27,4.0,4.0,5.0
51682,11479,2024-06-26,4.0,,4.0
51683,11479,2025-04-24,4.0,4.0,3.0
51684,11480,2024-04-26,1.0,2.0,4.0
51685,11480,2025-07-03,2.0,,1.0
51686,11481,2023-05-30,3.0,4.0,3.0
51687,11481,2024-07-11,,2.0,4.0
51688,11481,2025-05-28,3.0,3.0,4.0
51689,11482,2021-06-08,2.0,3.0,3.0
51690,11482,2022-06-19,3.0,3.0,3.0
51691,11482,2023-06-16,4.0,4.0,4.0
51692,11482,2024-06-04,4.0,3.0,
51693,11482,2025-06-27,2.0,4.0,3.0
51694,11483,2019-06-25,5.0,1.0,3.0
51695,11483,2020-05-06,4.0,1.0,1.0
51696,11483,2021-07-09,2.0,1.0,
51697,11483,2022-06-24,3.0,1.0,3.0
51698,11483,2023-06-09,4.0,,4.0
51699,11483,2024-07-09,3.0,1.0,3.0
51700,11483,2025-07-02,4.0,1.0,2.0
51701,11484,2021-05-05,,5.0,3.0
51702,11484,2022-06-26,2.0,,3.0
51703,11484,2023-05-10,1.0,4.0,2.0
51704,11484,2024-06-30,2.0,5.0,4.0
51705,11484,2025-06-23,1.0,3.0,2.0
51706,11485,2019-07-02,4.0,1.0,3.0
51707,11485,2020-05-02,3.0,1.0,3.0
51708,11485,2021-05-20,3.0,1.0,2.0
51709,11485,2022-05-23,4.0,1.0,2.0
51710,11485,2023-04-28,1.0,1.0,1.0
51711,11485,2024-07-02,2.0,1.0,2.0
51712,11485,2025-05-12,1.0,1.0,1.0
51713,11486,2022-06-28,3.0,5.0,4.0
51714,11486,2023-04-22,3.0,4.0,4.0
51715,11486,2024-06-11,3.0,4.0,3.0
51716,11486,2025-06-10,4.0,3.0,4.0
51717,11487,2021-05-10,3.0,1.0,1.0
51718,11487,2022-06-29,4.0,1.0,
51719,11487,2023-06-08,2.0,1.0,3.0
51720,11487,2024-05-08,1.0,1.0,1.0
51721,11487,2025-05-25,1.0,1.0,2.0
51722,11488,2021-05-28,2.0,1.0,5.0
51723,11488,2022-05-27,4.0,1.0,4.0
51724,11488,2023-07-11,,1.0,3.0
51725,11488,2024-06-29,1.0,,2.0
51726,11488,2025-05-15,3.0,1.0,1.0
51727,11489,2023-07-11,4.0,3.0,4.0
51728,11489,2024-06-10,2.0,,3.0
51729,11489,2025-05-26,4.0,3.0,3.0
51730,11490,2023-05-06,5.0,3.0,2.0
51731,11490,2024-05-08,4.0,3.0,3.0
51732,11490,2025-07-07,,4.0,3.0
51733,11491,2022-05-18,,3.0,2.0
51734,11491,2023-04-22,3.0,3.0,3.0
51735,11491,2024-07-08,4.0,,4.0
51736,11491,2025-05-01,4.0,5.0,3.0
51737,11492,2021-04-23,3.0,,3.0
51738,11492,2022-04-27,,4.0,3.0
51739,11492,2023-05-28,3.0,,5.0
51740,11492,2024-05-30,3.0,,3.0
51741,11492,2025-06-11,3.0,3.0,3.0
51742,11493,2020-06-01,,3.0,3.0
51743,11493,2021-07-02,2.0,2.0,2.0
51744,11493,2022-06-08,,1.0,2.0
51745,11493,2023-07-04,3.0,2.0,3.0
51746,11493,2024-06-23,2.0,,4.0
51747,11493,2025-05-12,3.0,2.0,3.0
51748,11494,2024-06-04,1.0,4.0,4.0
51749,11494,2025-05-09,1.0,,1.0
51750,11495,2021-04-24,2.0,,3.0
51751,11495,2022-07-05,3.0,,1.0
51752,11495,2023-05-24,,,2.0
51753,11495,2024-06-07,1.0,3.0,2.0
51754,11495,2025-05-02,1.0,,2.0
51755,11496,2023-06-17,3.0,2.0,4.0
51756,11496,2024-04-27,4.0,4.0,3.0
51757,11496,2025-04-24,2.0,5.0,2.0
51758,11497,2022-04-27,,3.0,5.0
51759,11497,2023-06-21,3.0,2.0,
51760,11497,2024-06-10,3.0,,1.0
51761,11497,2025-05-26,3.0,3.0,4.0
51762,11498,2020-04-25,5.0,1.0,2.0
51763,11498,2021-05-04,1.0,2.0,4.0
51764,11498,2022-06-24,4.0,1.0,1.0
51765,11498,2023-07-03,2.0,1.0,1.0
51766,11498,2024-06-22,2.0,1.0,3.0
51767,11498,2025-06-26,2.0,1.0,2.0
51768,11499,2020-05-21,3.0,1.0,3.0
51769,11499,2021-05-27,4.0,1.0,4.0
51770,11499,2022-06-27,3.0,1.0,4.0
51771,11499,2023-06-15,3.0,1.0,3.0
51772,11499,2024-04-29,,1.0,
51773,11499,2025-05-04,1.0,,2.0
51774,11501,2020-06-30,2.0,2.0,1.0
51775,11501,2021-06-25,2.0,3.0,
51776,11501,2022-07-06,3.0,2.0,3.0
51777,11501,2023-07-07,1.0,4.0,3.0
51778,11501,2024-05-31,2.0,2.0,3.0
51779,11501,2025-05-02,3.0,,4.0
51780,11502,2020-05-14,,1.0,3.0
51781,11502,2021-05-11,3.0,2.0,3.0
51782,11502,2022-06-09,3.0,1.0,3.0
51783,11502,2023-04-24,2.0,,5.0
51784,11502,2024-04-29,4.0,1.0,5.0
51785,11502,2025-06-07,2.0,1.0,3.0
51786,11503,2021-05-30,3.0,,3.0
51787,11503,2022-06-27,2.0,1.0,2.0
51788,11503,2023-06-16,3.0,1.0,1.0
51789,11503,2024-05-05,,1.0,2.0
51790,11503,2025-06-03,1.0,1.0,
51791,11504,2024-05-20,4.0,1.0,5.0
51792,11504,2025-05-10,5.0,1.0,3.0
51793,11505,2021-05-03,2.0,,2.0
51794,11505,2022-06-06,2.0,,3.0
51795,11505,2023-06-28,2.0,,2.0
51796,11505,2024-06-18,1.0,1.0,1.0
51797,11506,2022-05-16,2.0,2.0,3.0
51798,11506,2023-05-10,3.0,2.0,3.0
51799,11507,2020-04-28,3.0,2.0,2.0
51800,11507,2021-07-11,2.0,2.0,1.0
51801,11507,2022-05-21,4.0,2.0,1.0
51802,11507,2023-05-07,2.0,2.0,2.0
51803,11507,2024-07-05,2.0,1.0,1.0
51804,11507,2025-06-15,3.0,3.0,4.0
51805,11508,2023-06-14,3.0,3.0,3.0
51806,11508,2024-04-27,2.0,3.0,4.0
51807,11509,2023-05-15,4.0,1.0,2.0
51808,11509,2024-06-26,3.0,1.0,3.0
51809,11509,2025-07-04,3.0,1.0,2.0
51810,11510,2020-05-27,,,3.0
51811,11510,2021-06-20,4.0,4.0,1.0
51812,11510,2022-06-11,,4.0,1.0
51813,11510,2023-07-01,2.0,4.0,
51814,11510,2024-06-09,2.0,,2.0
51815,11510,2025-05-06,2.0,4.0,2.0
51816,11511,2024-05-07,2.0,4.0,5.0
51817,11511,2025-06-06,2.0,5.0,4.0
51818,11512,2022-06-17,3.0,5.0,4.0
51819,11512,2023-04-22,3.0,5.0,3.0
51820,11512,2024-06-21,3.0,4.0,4.0
51821,11512,2025-06-14,3.0,4.0,4.0
51822,11513,2022-06-22,3.0,5.0,4.0
51823,11513,2023-06-20,3.0,5.0,2.0
51824,11513,2024-05-11,2.0,4.0,2.0
51825,11513,2025-06-08,,,3.0
51826,11514,2021-05-01,3.0,3.0,3.0
51827,11514,2022-05-19,3.0,3.0,3.0
51828,11514,2023-07-01,3.0,,3.0
51829,11514,2024-05-27,3.0,3.0,2.0
51830,11515,2022-06-14,4.0,4.0,2.0
51831,11515,2023-06-03,4.0,4.0,4.0
51832,11515,2024-05-29,3.0,3.0,2.0
51833,11515,2025-05-05,3.0,,5.0
51834,11516,2021-05-17,3.0,3.0,2.0
51835,11516,2022-06-04,2.0,3.0,2.0
51836,11516,2023-05-29,2.0,4.0,1.0
51837,11516,2024-04-26,2.0,3.0,1.0
51838,11516,2025-06-08,3.0,2.0,4.0
51839,11517,2020-07-03,2.0,1.0,2.0
51840,11517,2021-06-02,1.0,1.0,3.0
51841,11517,2022-06-26,3.0,,4.0
51842,11517,2023-05-03,2.0,1.0,2.0
51843,11517,2024-06-04,,1.0,2.0
51844,11517,2025-05-12,1.0,1.0,3.0
51845,11518,2024-04-30,4.0,2.0,4.0
51846,11518,2025-05-15,3.0,3.0,5.0
51847,11519,2019-04-30,2.0,1.0,3.0
51848,11519,2020-06-14,1.0,1.0,3.0
51849,11519,2021-06-24,3.0,1.0,5.0
51850,11519,2022-05-27,4.0,1.0,2.0
51851,11519,2023-05-31,3.0,1.0,1.0
51852,11519,2024-06-05,3.0,1.0,3.0
51853,11519,2025-04-26,3.0,1.0,2.0
51854,11520,2021-04-23,,,3.0
51855,11520,2022-05-09,3.0,1.0,3.0
51856,11520,2023-06-14,3.0,1.0,2.0
51857,11521,2021-04-27,4.0,5.0,
51858,11521,2022-06-21,2.0,5.0,3.0
51859,11521,2023-06-18,3.0,4.0,4.0
51860,11521,2024-04-24,,4.0,3.0
51861,11521,2025-05-02,3.0,5.0,4.0
51862,11522,2022-06-02,3.0,1.0,2.0
51863,11522,2023-07-11,1.0,1.0,3.0
51864,11522,2024-06-23,1.0,1.0,1.0
51865,11522,2025-07-04,1.0,1.0,1.0
51866,11523,2022-05-07,4.0,4.0,3.0
51867,11523,2023-07-03,2.0,,1.0
51868,11523,2024-07-03,3.0,3.0,4.0
51869,11523,2025-06-11,,3.0,3.0
51870,11524,2023-06-09,,1.0,3.0
51871,11524,2024-05-08,1.0,1.0,2.0
51872,11524,2025-05-09,1.0,1.0,2.0
51873,11525,2024-06-16,2.0,4.0,3.0
51874,11525,2025-06-22,3.0,,2.0
51875,11526,2021-06-01,2.0,2.0,3.0
51876,11526,2022-07-04,3.0,2.0,4.0
51877,11526,2023-05-29,1.0,2.0,2.0
51878,11526,2024-07-01,1.0,1.0,
51879,11526,2025-06-19,1.0,3.0,1.0
51880,11527,2022-05-29,4.0,2.0,3.0
51881,11527,2023-04-26,2.0,5.0,2.0
51882,11527,2024-06-26,4.0,2.0,3.0
51883,11527,2025-06-07,,1.0,
51884,11528,2022-06-16,3.0,2.0,4.0
51885,11528,2023-06-18,2.0,1.0,3.0
51886,11528,2024-06-29,3.0,1.0,3.0
51887,11528,2025-07-11,2.0,1.0,3.0
51888,11529,2021-06-30,4.0,,3.0
51889,11529,2022-04-29,4.0,5.0,4.0
51890,11529,2023-06-10,4.0,5.0,1.0
51891,11529,2024-06-08,3.0,3.0,2.0
51892,11529,2025-05-20,3.0,4.0,3.0
51893,11530,2024-06-02,3.0,3.0,5.0
51894,11530,2025-05-14,2.0,,
51895,11531,2021-05-26,3.0,2.0,
51896,11531,2022-05-18,3.0,1.0,2.0
51897,11531,2023-05-24,,2.0,2.0
51898,11531,2024-05-29,3.0,2.0,3.0
51899,11531,2025-05-09,,1.0,4.0
51900,11532,2020-06-30,3.0,,5.0
51901,11532,2021-05-01,2.0,3.0,1.0
51902,11532,2022-06-07,4.0,3.0,2.0
51903,11532,2023-06-25,3.0,4.0,2.0
51904,11532,2024-06-14,2.0,2.0,3.0
51905,11533,2019-04-24,3.0,1.0,2.0
51906,11533,2020-06-15,3.0,1.0,2.0
51907,11533,2021-05-18,3.0,1.0,3.0
51908,11533,2022-05-02,2.0,2.0,
51909,11533,2023-05-31,2.0,1.0,3.0
51910,11533,2024-07-01,2.0,1.0,1.0
51911,11534,2022-06-25,2.0,1.0,4.0
51912,11534,2023-06-28,1.0,,3.0
51913,11534,2024-07-04,1.0,2.0,4.0
51914,11534,2025-04-22,3.0,3.0,1.0
51915,11535,2020-06-09,1.0,3.0,4.0
51916,11535,2021-05-21,4.0,,3.0
51917,11535,2022-07-05,2.0,2.0,3.0
51918,11535,2023-07-03,3.0,4.0,3.0
51919,11535,2024-05-09,,2.0,3.0
51920,11535,2025-07-01,2.0,4.0,1.0
51921,11536,2021-05-07,3.0,3.0,4.0
51922,11536,2022-06-14,5.0,4.0,4.0
51923,11536,2023-05-29,4.0,4.0,4.0
51924,11536,2024-05-10,4.0,3.0,3.0
51925,11536,2025-07-06,4.0,3.0,2.0
51926,11537,2021-06-06,1.0,2.0,1.0
51927,11537,2022-04-29,3.0,2.0,3.0
51928,11537,2023-06-18,1.0,3.0,4.0
51929,11537,2024-05-31,2.0,1.0,1.0
51930,11537,2025-06-24,1.0,2.0,1.0
51931,11538,2024-06-13,4.0,4.0,4.0
51932,11538,2025-06-18,4.0,4.0,4.0
51933,11539,2023-05-28,,,
51934,11539,2024-06-14,2.0,1.0,2.0
51935,11539,2025-07-06,1.0,1.0,1.0
51936,11540,2023-06-06,3.0,3.0,2.0
51937,11540,2024-06-03,1.0,3.0,
51938,11540,2025-05-10,1.0,,
51939,11541,2020-05-05,1.0,3.0,3.0
51940,11541,2021-06-02,2.0,4.0,2.0
